"","canada covid19","covid19 cases","covid19 ontario","covid19 news","alberta covid19","covid19 update","covid19 bc","quebec covid19","covid 19 canada","covid19 in canada","covid19 quebec","covid19 in ontario","covid19 symptoms","covid19 cases canada","covid19 toronto","covid19 map","usa covid19","covid19 world","covid19 italy","who covid19","covid 19 ontario","ottawa covid19","us covid19","ontario covid19 cases","covid19 china","coronavirus update","corona virus canada","canada corona virus update","coronavirus update canada","corona virus update ontario","update on corona virus","bc corona virus update","corona virus ontario","corona virus bc","corona virus news","corona virus update in canada","corona virus in canada","corona virus update alberta","corona virus update live","covid update","corona virus world update","covid 19 update","corona virus update world","corona virus update china","corona virus china update","corona virus italy update","corona virus latest update","vancouver corona virus update","corona virus toronto","toronto corona virus update"
"96",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"97",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"98",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"99",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"100",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"101",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"102",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"103",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"104",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"105",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"<1","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"106",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"107",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"108",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"109",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"110",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"<1",0
"111",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","<1","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"112",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"113",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","<1",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"114",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"<1","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"115",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"116",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"117",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"118",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"119",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"120",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"121",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"122",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"123",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"124",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"125",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"<1",0,0,0,0,0,0,0,0,0,0,0,"0",0
"126",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"127",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"128",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","<1",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"129",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","<1",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"130",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"<1","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"131",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"132",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"<1",0,0,0,0,0,0,0,0,0,0,0,"0",0
"133",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"134",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"135",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"136",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"137",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"138",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"139",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"140",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","<1",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"141",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"142",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"<1",0,0,0,0,0,0,0,0,0,0,0,"0",0
"143",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"144",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"<1",0,0,0,0,0,0,0,0,0,0,0,"0",0
"145",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"146",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"147",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"148",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"149",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"150",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"151",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"152",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"153",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"154",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"155",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"156",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"157",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"158",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"<1",0
"159",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"160",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"161",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"162",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"163",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"164",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"165",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"166",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"167",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"168",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"<1",0
"169",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"170",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"171",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"172",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"173",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"<1","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"174",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"175",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"176",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"177",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"178",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"179",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"180",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"181",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"182",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"183",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"184",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"185",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"186",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"187",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"188",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"189",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"190",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"191",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"192",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0","0",0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,"0",0
"193",0,0,"0",0,"0",0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"3","7",12,3,2,8,3,"3","6","7",5,"7",1,7,0,5,0,5,12,19,0,2,19,"26",26
"194",2,2,"<1",3,"<1",1,1,"<1",1,2,"<1",1,4,3,1,5,1,2,5,5,"<1",1,1,1,5,"13","14",21,10,10,32,6,"7","12","26",19,"16",2,14,1,15,1,15,44,57,17,14,21,"23",30
"195",100,93,"96",100,"100",100,100,"86",76,91,"86",78,100,100,97,100,53,62,100,100,"75",100,93,100,100,"100","100",100,100,100,100,100,"100","100","100",100,"100",100,100,69,88,72,88,100,100,100,100,100,"100",100
"196",97,100,"100",96,"90",79,95,"100",100,100,"100",100,49,92,100,83,100,100,61,61,"100",98,100,99,94,"77","50",48,61,74,59,83,"55","61","54",34,"52",66,70,100,100,100,100,25,28,58,28,51,"27",38
